l_hand_min_x,l_hand_min_y,l_hand_width,l_hand_height,r_hand_min_x,r_hand_min_y,r_hand_width,r_hand_height,object_min_x,object_min_y,object_width,object_height,picture_name,grasp
280,574,186,171,0,0,0,0,634,691,165,135,simulation00055.png,none
753,798,137,125,0,0,0,0,709,803,133,52,simulation07391.png,none
353,561,156,153,0,0,0,0,681,676,157,131,simulation00068.png,none
892,644,184,152,0,0,0,0,19,686,39,139,simulation08476.png,none
671,594,159,120,1158,738,181,94,1136,846,57,166,simulation00729.png,none
778,951,135,64,0,0,0,0,1431,876,94,66,simulation04827.png,none
775,785,126,126,0,0,0,0,949,897,137,47,simulation07384.png,none
783,694,130,143,0,0,0,0,876,734,133,83,simulation05323.png,none
814,566,222,158,0,0,0,0,0,0,0,0,simulation08390.png,none
813,711,204,133,1248,652,154,103,1231,915,195,140,simulation00374.png,none
386,554,143,147,1324,649,173,116,1210,837,228,151,simulation00077.png,none
628,494,145,122,0,0,0,0,1043,822,61,181,simulation00705.png,none
794,716,132,127,0,0,0,0,933,612,152,62,simulation05080.png,none
147,567,213,207,0,0,0,0,578,527,103,105,simulation00029.png,none
775,461,265,208,0,0,0,0,949,730,203,80,simulation08386.png,none
871,828,133,126,0,0,0,0,629,642,192,130,simulation08791.png,none
876,624,199,159,0,0,0,0,44,727,87,184,simulation08416.png,none
262,580,188,173,0,0,0,0,625,695,168,137,simulation00052.png,none
411,551,144,133,1133,559,143,68,1174,662,94,151,simulation00094.png,none
899,455,163,200,0,0,0,0,1043,541,110,77,simulation03844.png,none
0,0,0,0,1272,745,179,114,1192,935,225,144,simulation00390.png,none
238,579,191,186,0,0,0,0,579,531,102,103,simulation00045.png,none
869,731,163,142,0,0,0,0,1369,735,67,164,simulation03855.png,none
356,561,160,151,0,0,0,0,684,675,156,131,simulation00069.png,none
864,834,138,125,0,0,0,0,630,650,189,128,simulation08792.png,none
746,784,126,144,0,0,0,0,931,763,121,79,simulation05334.png,none
563,522,175,127,0,0,0,0,725,734,125,124,simulation00708.png,none
797,889,128,106,0,0,0,0,830,826,122,64,simulation08801.png,none
987,777,207,129,1105,718,170,89,1004,554,73,76,simulation01024.png,none
604,502,162,126,0,0,0,0,951,788,87,95,simulation00706.png,none
323,559,165,161,0,0,0,0,661,680,159,133,simulation00062.png,none
837,819,208,152,1336,852,80,123,1072,728,193,133,simulation08459.png,none
621,575,149,114,0,0,0,0,808,730,112,122,simulation00722.png,none
815,852,216,158,1202,737,135,196,1037,725,200,134,simulation08427.png,none
846,844,140,123,0,0,0,0,633,664,184,126,simulation08794.png,none
802,741,125,129,0,0,0,0,867,782,189,115,simulation07378.png,none
980,779,209,127,1129,733,171,84,1003,554,73,77,simulation01022.png,none
882,579,164,186,0,0,0,0,1369,710,64,176,simulation03849.png,none
397,553,139,141,1252,574,163,91,1212,842,228,153,simulation00082.png,none
766,722,125,148,0,0,0,0,889,742,129,81,simulation05326.png,none
785,945,149,70,1107,682,148,160,1100,723,140,112,simulation08444.png,none
812,825,228,167,1210,767,137,191,1030,725,201,134,simulation08426.png,none
1328,748,168,66,0,0,0,0,1206,837,230,151,simulation00072.png,none
874,821,137,128,0,0,0,0,627,635,194,132,simulation08790.png,none
762,459,155,128,1266,717,173,115,1204,920,210,139,simulation00383.png,none
841,939,150,77,1166,672,135,205,1065,725,191,131,simulation08431.png,none
787,605,202,131,1266,674,160,111,1222,917,200,140,simulation00377.png,none
898,649,245,201,0,0,0,0,189,692,107,186,simulation08464.png,none
754,799,139,123,0,0,0,0,709,805,136,53,simulation07398.png,none
754,801,142,122,0,0,0,0,708,806,141,56,simulation07399.png,none
950,770,205,125,1153,559,153,117,1117,599,125,126,simulation01004.png,none
749,778,123,144,0,0,0,0,925,760,122,79,simulation05333.png,none
392,552,140,149,1303,608,164,118,1211,839,228,152,simulation00079.png,none
293,569,181,168,0,0,0,0,642,688,163,134,simulation00057.png,none
1128,562,144,69,0,0,0,0,1175,664,97,150,simulation00096.png,none
639,487,152,120,0,0,0,0,1041,823,61,181,simulation00704.png,none
836,848,227,127,1156,606,127,78,1122,684,166,110,simulation00365.png,none
760,452,132,123,1268,734,178,113,703,755,142,129,simulation00387.png,none
825,880,201,136,1194,717,137,198,1044,725,198,133,simulation08428.png,none
904,442,158,197,0,0,0,0,1053,540,86,74,simulation03843.png,none
916,614,210,170,1274,964,80,76,122,705,114,188,simulation08471.png,none
340,562,162,157,0,0,0,0,672,677,158,132,simulation00065.png,none
784,772,130,130,0,0,0,0,952,905,132,47,simulation07382.png,none
541,599,177,131,0,0,0,0,775,728,119,123,simulation00716.png,none
906,675,122,101,1178,792,109,138,1021,681,186,125,simulation04106.png,none
0,0,0,0,1270,751,177,114,1191,937,227,144,simulation00391.png,none
806,733,121,128,0,0,0,0,949,924,136,48,simulation07377.png,none
827,730,186,119,989,532,141,97,1143,829,85,92,simulation00752.png,none
979,784,207,129,1178,746,168,104,1001,554,74,78,simulation01019.png,none
766,729,120,150,0,0,0,0,895,744,128,82,simulation05327.png,none
912,621,205,163,1267,961,91,92,113,706,113,188,simulation08472.png,none
764,811,141,120,0,0,0,0,701,818,151,60,simulation07403.png,none
853,839,139,124,0,0,0,0,631,657,187,128,simulation08793.png,none
0,0,0,0,1168,672,103,131,1144,677,113,90,simulation04092.png,none
732,687,168,128,1062,540,160,102,1057,636,108,119,simulation00736.png,none
978,789,207,127,0,0,0,0,908,705,107,131,simulation01016.png,none
0,0,0,0,1166,607,126,76,1119,684,166,110,simulation00366.png,none
754,414,288,255,0,0,0,0,968,734,210,110,simulation08378.png,none
250,538,202,204,0,0,0,0,574,531,104,105,simulation00036.png,none
858,603,205,173,0,0,0,0,987,776,214,85,simulation08370.png,none
754,798,139,125,0,0,0,0,692,812,144,57,simulation07387.png,none
818,769,211,125,1233,637,148,99,1233,913,190,137,simulation00372.png,none
859,651,176,140,0,0,0,0,0,0,0,0,simulation08408.png,none
866,754,164,131,0,0,0,0,1370,743,68,160,simulation03857.png,none
740,693,170,129,1049,525,162,104,1064,639,112,116,simulation00737.png,none
822,892,176,124,1285,759,123,189,1092,730,190,133,simulation08455.png,none
774,954,135,62,0,0,0,0,1443,878,93,66,simulation04823.png,none
365,558,154,156,1324,765,167,63,1205,837,230,151,simulation00071.png,none
817,621,134,138,0,0,0,0,875,607,162,58,simulation05084.png,none
874,668,166,162,0,0,0,0,1192,682,149,146,simulation03852.png,none
0,0,0,0,992,521,136,97,1131,820,83,90,simulation00748.png,none
0,0,0,0,1268,762,178,111,1188,939,230,144,simulation00393.png,none
814,643,124,133,0,0,0,0,889,607,159,59,simulation05083.png,none
362,558,155,155,0,0,0,0,686,675,154,130,simulation00070.png,none
1073,716,157,87,0,0,0,0,1312,780,67,137,simulation01031.png,none
870,769,165,124,0,0,0,0,1373,752,72,156,simulation03859.png,none
882,685,249,188,0,0,0,0,197,691,106,186,simulation08463.png,none
742,818,127,138,0,0,0,0,961,785,119,78,simulation05339.png,none
891,863,158,88,0,0,0,0,1573,706,76,49,simulation03876.png,none
891,669,168,167,0,0,0,0,1004,800,200,55,simulation08366.png,none
410,550,144,133,1143,559,143,67,1172,662,93,151,simulation00092.png,none
880,612,164,177,0,0,0,0,1190,674,152,150,simulation03850.png,none
806,881,130,104,0,0,0,0,644,706,170,116,simulation08800.png,none
415,551,138,131,1130,559,144,69,1175,663,94,151,simulation00095.png,none
886,548,163,194,0,0,0,0,1369,705,65,179,simulation03848.png,none
935,760,142,124,0,0,0,0,849,691,147,86,simulation08776.png,none
758,746,119,149,0,0,0,0,905,749,125,81,simulation05329.png,none
829,617,182,139,0,0,0,0,0,0,0,0,simulation08393.png,none
874,639,182,146,0,0,0,0,0,0,0,0,simulation08412.png,none
395,552,139,144,1268,584,165,100,1212,841,228,153,simulation00081.png,none
893,795,157,110,0,0,0,0,1525,673,135,118,simulation03865.png,none
741,874,134,113,0,0,0,0,1218,851,147,118,simulation05344.png,none
857,760,134,87,0,0,0,0,1086,684,183,129,simulation04101.png,none
964,784,206,128,0,0,0,0,909,713,109,134,simulation01011.png,none
695,650,172,124,1111,613,173,108,1155,848,69,162,simulation00733.png,none
742,790,128,143,0,0,0,0,936,767,121,78,simulation05335.png,none
931,767,139,129,0,0,0,0,846,709,143,83,simulation08780.png,none
0,0,0,0,1262,793,169,79,1177,949,233,146,simulation00402.png,none
816,714,180,123,0,0,0,0,945,598,80,84,simulation00747.png,none
928,772,142,128,0,0,0,0,845,713,143,82,simulation08781.png,none
793,688,115,137,0,0,0,0,874,730,132,84,simulation05322.png,none
755,798,136,119,0,0,0,0,710,802,131,52,simulation07396.png,none
961,779,204,127,0,0,0,0,912,713,108,134,simulation01008.png,none
249,581,192,177,0,0,0,0,588,529,100,102,simulation00049.png,none
793,940,161,80,1167,689,134,172,1098,731,159,131,simulation08450.png,none
116,580,218,200,0,0,0,0,579,526,103,105,simulation00025.png,none
801,688,132,129,0,0,0,0,917,610,154,61,simulation05081.png,none
804,678,209,131,0,0,0,0,752,580,83,91,simulation00375.png,none
793,757,129,129,0,0,0,0,950,914,134,47,simulation07380.png,none
912,632,240,196,0,0,0,0,181,693,108,187,simulation08465.png,none
864,624,222,171,0,0,0,0,435,838,83,79,simulation08418.png,none
564,597,183,137,0,0,0,0,788,728,115,123,simulation00718.png,none
891,871,161,88,0,0,0,0,1526,722,28,51,simulation03877.png,none
245,578,192,181,0,0,0,0,585,529,101,102,simulation00048.png,none
405,549,146,137,1158,556,150,65,1167,659,94,149,simulation00089.png,none
874,690,164,157,0,0,0,0,1369,727,66,169,simulation03853.png,none
971,788,210,127,0,0,0,0,908,708,107,132,simulation01014.png,none
591,589,170,126,0,0,0,0,798,729,114,122,simulation00720.png,none
748,698,171,127,1040,517,155,96,884,727,102,124,simulation00738.png,none
1101,566,143,83,0,0,0,0,1088,753,50,203,simulation00110.png,none
828,723,263,183,1218,868,133,177,121,710,102,180,simulation08423.png,none
852,740,186,122,994,536,137,94,970,606,85,86,simulation00757.png,none
781,569,198,132,1270,682,161,116,1219,916,200,140,simulation00378.png,none
781,950,131,66,0,0,0,0,1616,842,89,60,simulation04826.png,none
684,621,163,123,1141,681,182,99,1149,849,67,161,simulation00731.png,none
787,945,154,72,1113,684,145,159,1103,723,147,112,simulation08446.png,none
403,549,147,138,1168,552,153,69,1166,658,95,149,simulation00088.png,none
871,644,179,145,0,0,0,0,0,0,0,0,simulation08411.png,none
556,598,172,126,0,0,0,0,781,728,117,123,simulation00717.png,none
797,458,258,237,0,0,0,0,975,748,212,105,simulation08375.png,none
826,812,211,127,1212,620,138,90,1216,739,88,145,simulation00370.png,none
777,703,118,145,0,0,0,0,881,737,132,82,simulation05324.png,none
0,0,0,0,1267,772,173,105,1184,943,232,145,simulation00396.png,none
774,513,175,130,1273,695,165,121,744,672,121,261,simulation00380.png,none
0,0,0,0,1264,778,179,104,1181,945,233,147,simulation00398.png,none
796,951,147,62,1111,670,146,174,1090,724,173,123,simulation08436.png,none
666,583,151,118,1166,768,189,93,1137,845,66,166,simulation00728.png,none
273,545,196,195,0,0,0,0,573,531,103,105,simulation00039.png,none
882,785,162,115,0,0,0,0,1511,662,132,131,simulation03862.png,none
892,811,164,101,0,0,0,0,1537,673,118,78,simulation03869.png,none
868,762,162,126,0,0,0,0,1371,748,70,158,simulation03858.png,none
682,465,140,113,0,0,0,0,692,747,135,128,simulation00701.png,none
845,848,227,129,1119,611,121,72,1130,810,55,183,simulation00361.png,none
784,945,154,72,1110,681,146,162,1101,723,141,112,simulation08445.png,none
761,922,127,58,1166,671,105,133,1140,677,120,94,simulation04093.png,none
824,755,233,181,1217,834,135,175,1170,846,215,55,simulation08424.png,none
875,637,186,146,0,0,0,0,0,0,0,0,simulation08413.png,none
245,580,189,181,0,0,0,0,584,530,101,103,simulation00047.png,none
122,579,222,206,0,0,0,0,579,526,103,105,simulation00026.png,none
891,908,164,77,0,0,0,0,1604,728,49,57,simulation03883.png,none
0,0,0,0,739,910,127,102,1261,890,138,114,simulation05349.png,none
832,856,138,114,0,0,0,0,636,677,179,122,simulation08796.png,none
0,0,0,0,1227,626,139,110,1130,658,136,73,simulation05063.png,none
904,651,117,110,1174,833,111,125,994,684,190,122,simulation04108.png,none
758,460,131,113,1269,738,178,113,698,758,142,129,simulation00388.png,none
416,549,145,134,1123,562,143,76,1186,683,80,117,simulation00099.png,none
418,546,144,136,0,0,0,0,712,516,89,95,simulation00102.png,none
659,576,147,114,1174,791,185,81,832,735,108,124,simulation00727.png,none
1106,562,147,87,0,0,0,0,1086,751,49,206,simulation00108.png,none
250,576,177,177,0,0,0,0,576,531,102,104,simulation00043.png,none
719,677,174,125,1074,560,167,101,1058,635,120,119,simulation00735.png,none
842,927,162,85,1176,678,136,212,1058,725,195,132,simulation08430.png,none
988,777,205,129,1092,716,165,84,1005,555,73,76,simulation01025.png,none
836,657,167,132,0,0,0,0,0,0,0,0,simulation08401.png,none
849,738,182,123,992,535,138,95,967,605,84,86,simulation00756.png,none
885,815,134,127,0,0,0,0,626,627,194,132,simulation08789.png,none
807,727,122,127,0,0,0,0,948,926,137,49,simulation07376.png,none
760,805,142,120,0,0,0,0,704,811,145,58,simulation07401.png,none
838,849,231,127,1145,607,125,77,1123,685,165,111,simulation00364.png,none
811,714,179,123,997,514,138,91,1116,659,123,100,simulation00746.png,none
1129,562,139,75,0,0,0,0,1174,665,102,151,simulation00098.png,none
879,629,189,155,0,0,0,0,0,0,0,0,simulation08415.png,none
970,787,209,127,0,0,0,0,909,709,107,133,simulation01013.png,none
224,542,206,206,0,0,0,0,575,530,104,105,simulation00034.png,none
1109,562,149,79,0,0,0,0,1199,695,68,100,simulation00104.png,none
804,542,238,172,0,0,0,0,0,0,0,0,simulation08389.png,none
417,547,146,135,0,0,0,0,711,516,89,95,simulation00101.png,none
843,654,173,136,0,0,0,0,0,0,0,0,simulation08404.png,none
788,947,146,62,1104,676,148,166,1093,723,148,116,simulation08439.png,none
866,628,193,173,0,0,0,0,0,0,0,0,simulation08369.png,none
0,0,0,0,740,894,130,94,1234,865,144,115,simulation05346.png,none
889,895,165,90,0,0,0,0,1582,730,38,42,simulation03881.png,none
769,814,139,121,0,0,0,0,946,898,124,43,simulation07404.png,none
888,523,166,194,0,0,0,0,1369,700,63,181,simulation03847.png,none
896,804,137,127,0,0,0,0,623,612,198,135,simulation08787.png,none
906,414,160,193,0,0,0,0,1050,534,85,82,simulation03840.png,none
762,441,273,219,0,0,0,0,952,726,205,91,simulation08385.png,none
800,936,160,83,1190,698,130,178,1103,731,175,131,simulation08451.png,none
740,795,130,142,0,0,0,0,941,771,120,79,simulation05336.png,none
887,898,168,91,0,0,0,0,1594,730,42,49,simulation03882.png,none
517,583,180,133,0,0,0,0,757,730,120,123,simulation00713.png,none
0,0,0,0,1266,775,177,108,1182,944,233,147,simulation00397.png,none
406,550,146,134,1150,554,151,70,1169,661,94,150,simulation00090.png,none
941,752,205,128,1023,477,119,95,914,703,106,133,simulation00995.png,none
836,736,181,121,989,533,143,100,1228,886,80,163,simulation00754.png,none
890,816,164,103,0,0,0,0,1543,676,104,73,simulation03870.png,none
891,835,160,93,0,0,0,0,1551,685,93,65,simulation03872.png,none
410,549,145,135,1137,559,141,70,1173,662,94,151,simulation00093.png,none
207,547,209,205,0,0,0,0,576,529,104,105,simulation00033.png,none
773,955,138,61,0,0,0,0,1447,880,93,65,simulation04822.png,none
829,643,169,129,0,0,0,0,0,0,0,0,simulation08396.png,none
756,796,137,124,0,0,0,0,709,803,133,52,simulation07397.png,none
114,577,216,202,0,0,0,0,579,526,103,105,simulation00024.png,none
584,513,169,119,0,0,0,0,720,735,126,124,simulation00707.png,none
855,652,175,139,0,0,0,0,0,0,0,0,simulation08407.png,none
708,665,169,126,1094,584,166,106,1055,634,122,119,simulation00734.png,none
823,791,210,128,1222,628,142,93,1213,740,88,145,simulation00371.png,none
781,951,132,65,0,0,0,0,1619,843,88,61,simulation04825.png,none
0,0,0,0,1269,741,178,112,944,800,89,101,simulation00389.png,none
666,471,149,114,0,0,0,0,899,609,128,130,simulation00702.png,none
907,413,154,191,0,0,0,0,1048,532,84,80,simulation03839.png,none
182,559,205,201,0,0,0,0,577,528,103,105,simulation00031.png,none
238,539,204,205,0,0,0,0,574,530,103,106,simulation00035.png,none
555,533,164,123,0,0,0,0,730,733,125,124,simulation00709.png,none
869,648,177,142,0,0,0,0,0,0,0,0,simulation08410.png,none
793,641,220,142,1261,668,160,106,1226,916,198,140,simulation00376.png,none
797,711,177,123,1003,506,139,92,1106,654,123,101,simulation00744.png,none
886,649,183,148,0,0,0,0,15,696,29,122,simulation08477.png,none
262,537,198,203,0,0,0,0,574,531,103,106,simulation00037.png,none
706,464,135,105,0,0,0,0,684,752,136,128,simulation00699.png,none
870,623,210,165,0,0,0,0,48,724,97,182,simulation08417.png,none
1077,713,168,88,0,0,0,0,1216,716,153,114,simulation01028.png,none
770,492,167,126,1269,704,169,115,1209,917,205,139,simulation00381.png,none
879,664,165,129,0,0,0,0,54,717,108,188,simulation08479.png,none
897,473,162,199,0,0,0,0,1044,549,110,75,simulation03845.png,none
837,656,171,133,0,0,0,0,0,0,0,0,simulation08402.png,none
851,568,211,185,0,0,0,0,984,768,214,91,simulation08371.png,none
862,649,179,141,0,0,0,0,0,0,0,0,simulation08409.png,none
0,0,0,0,1105,679,149,164,1098,722,140,111,simulation08441.png,none
946,757,208,127,1084,499,142,109,915,705,108,135,simulation01001.png,none
345,562,161,154,0,0,0,0,675,677,158,132,simulation00066.png,none
884,655,171,142,0,0,0,0,60,716,117,189,simulation08478.png,none
816,787,231,178,1211,798,137,186,1022,725,202,134,simulation08425.png,none
0,0,0,0,1246,636,140,118,1125,653,136,73,simulation05064.png,none
0,0,0,0,1214,622,141,106,1134,661,137,74,simulation05062.png,none
0,0,0,0,1124,609,124,73,1128,811,55,180,simulation00362.png,none
841,738,184,120,992,535,140,96,965,605,84,86,simulation00755.png,none
850,652,176,137,0,0,0,0,0,0,0,0,simulation08406.png,none
402,549,139,141,1187,551,158,75,1163,655,96,149,simulation00086.png,none
0,0,0,0,1107,682,147,161,1099,724,139,114,simulation08443.png,none
1100,569,144,82,0,0,0,0,1089,753,50,203,simulation00111.png,none
315,560,168,162,0,0,0,0,657,681,160,133,simulation00061.png,none
526,556,179,128,0,0,0,0,742,732,120,123,simulation00711.png,none
904,690,125,100,1180,773,110,139,1035,681,185,125,simulation04105.png,none
781,747,139,122,0,0,0,0,949,613,151,62,simulation05079.png,none
0,0,0,0,1204,620,140,98,1165,665,185,73,simulation05061.png,none
886,663,173,169,0,0,0,0,999,795,204,62,simulation08367.png,none
378,558,148,149,1328,709,176,97,1207,837,231,151,simulation00074.png,none
0,0,0,0,1105,674,150,168,1090,722,151,115,simulation08438.png,none
0,0,0,0,1165,672,106,135,1132,680,139,106,simulation04095.png,none
386,555,147,145,1315,628,168,117,1211,839,228,152,simulation00078.png,none
769,789,132,127,0,0,0,0,685,818,150,58,simulation07385.png,none
263,566,180,180,0,0,0,0,575,531,102,105,simulation00042.png,none
886,838,166,99,0,0,0,0,1556,691,87,61,simulation03873.png,none
1340,876,57,118,0,0,0,0,1067,727,194,133,simulation08460.png,none
740,809,128,138,0,0,0,0,954,780,119,78,simulation05338.png,none
932,764,141,128,0,0,0,0,847,704,144,84,simulation08779.png,none
755,800,135,124,0,0,0,0,698,809,144,57,simulation07388.png,none
742,417,287,240,0,0,0,0,957,723,205,104,simulation08383.png,none
381,557,147,147,1325,689,180,108,1208,837,229,151,simulation00075.png,none
989,776,206,129,1083,716,159,80,921,698,104,124,simulation01026.png,none
0,0,0,0,1263,790,168,88,1177,949,233,146,simulation00403.png,none
907,663,119,103,1178,813,110,134,1008,682,188,123,simulation04107.png,none
787,707,175,126,1010,504,136,92,1101,652,123,105,simulation00743.png,none
787,946,145,64,1104,678,149,164,1096,723,143,115,simulation08440.png,none
0,0,0,0,1171,674,103,128,1149,677,107,86,simulation04091.png,none
397,551,146,142,1218,560,159,80,1213,845,228,154,simulation00084.png,none
870,712,163,150,0,0,0,0,1369,732,66,166,simulation03854.png,none
800,712,178,123,1000,509,139,93,1111,657,124,100,simulation00745.png,none
988,774,210,131,0,0,0,0,922,698,103,124,simulation01027.png,none
890,810,137,126,0,0,0,0,624,619,195,133,simulation08788.png,none
268,558,192,190,0,0,0,0,574,531,103,105,simulation00041.png,none
956,775,205,125,0,0,0,0,913,710,109,134,simulation01006.png,none
985,778,211,127,0,0,0,0,924,702,104,124,simulation01030.png,none
829,636,174,133,0,0,0,0,0,0,0,0,simulation08395.png,none
853,642,236,182,0,0,0,0,25,691,51,147,simulation08420.png,none
820,585,204,156,0,0,0,0,0,0,0,0,simulation08391.png,none
265,575,186,175,0,0,0,0,628,693,167,137,simulation00053.png,none
399,551,144,139,1201,554,159,76,1213,846,228,154,simulation00085.png,none
875,773,162,123,0,0,0,0,1375,757,72,155,simulation03860.png,none
829,727,180,119,989,530,141,99,1140,827,85,91,simulation00751.png,none
677,607,158,125,1153,711,179,98,1141,858,57,145,simulation00730.png,none
891,800,161,104,0,0,0,0,1533,672,129,106,simulation03866.png,none
653,478,147,119,0,0,0,0,1039,824,62,184,simulation00703.png,none
916,780,147,128,0,0,0,0,842,723,141,80,simulation08783.png,none
373,556,153,154,1327,728,171,86,1206,837,230,151,simulation00073.png,none
839,847,230,130,1133,607,130,78,1126,813,55,176,simulation00363.png,none
848,662,233,188,1211,949,119,131,93,715,103,181,simulation08421.png,none
877,632,186,152,0,0,0,0,0,0,0,0,simulation08414.png,none
760,802,138,122,0,0,0,0,705,809,142,57,simulation07400.png,none
779,953,134,63,0,0,0,0,1621,844,89,60,simulation04824.png,none
890,792,159,112,0,0,0,0,1520,671,135,126,simulation03864.png,none
769,791,127,124,0,0,0,0,689,815,148,57,simulation07386.png,none
909,625,200,159,1264,984,89,66,105,709,115,188,simulation08473.png,none
924,608,216,179,0,0,0,0,142,701,113,188,simulation08469.png,none
821,868,137,107,0,0,0,0,639,691,173,118,simulation08798.png,none
820,905,167,114,1265,735,123,199,1097,730,189,133,simulation08454.png,none
836,829,205,119,1201,614,137,88,1218,739,87,144,simulation00369.png,none
753,763,119,148,0,0,0,0,915,754,124,80,simulation05331.png,none
757,798,134,126,0,0,0,0,702,806,140,55,simulation07389.png,none
788,901,123,99,0,0,0,0,831,833,120,63,simulation08802.png,none
384,555,143,146,1325,666,177,114,1209,837,229,151,simulation00076.png,none
836,691,250,186,0,0,0,0,107,712,102,181,simulation08422.png,none
807,722,125,125,0,0,0,0,948,927,136,49,simulation07375.png,none
0,0,0,0,1107,671,148,172,1089,723,160,120,simulation08437.png,none
824,859,197,145,1315,807,112,157,1083,728,192,133,simulation08457.png,none
944,750,204,129,1030,475,124,99,913,703,106,133,simulation00997.png,none
925,776,142,128,0,0,0,0,844,718,141,81,simulation08782.png,none
165,562,208,205,0,0,0,0,577,528,103,105,simulation00030.png,none
306,566,172,162,0,0,0,0,649,684,161,133,simulation00059.png,none
781,540,178,130,0,0,0,0,750,670,118,263,simulation00379.png,none
741,827,129,138,0,0,0,0,968,791,118,77,simulation05340.png,none
0,0,0,0,740,895,126,85,1225,858,144,116,simulation05345.png,none
602,584,165,122,0,0,0,0,803,729,113,122,simulation00721.png,none
1104,564,150,82,0,0,0,0,1083,750,49,205,simulation00105.png,none
541,545,182,125,0,0,0,0,736,732,122,123,simulation00710.png,none
754,798,135,122,0,0,0,0,712,802,130,52,simulation07393.png,none
888,639,114,112,1171,870,98,103,967,687,194,121,simulation04110.png,none
922,609,212,176,1285,953,84,91,131,703,114,188,simulation08470.png,none
691,635,163,124,1129,645,178,105,1152,848,67,163,simulation00732.png,none
1103,561,149,82,0,0,0,0,1084,750,49,205,simulation00106.png,none
867,745,162,134,0,0,0,0,1369,739,68,161,simulation03856.png,none
950,765,206,128,1132,534,144,115,1104,597,101,126,simulation01003.png,none
906,413,150,189,0,0,0,0,1047,532,84,80,simulation03838.png,none
253,581,188,173,0,0,0,0,619,697,168,136,simulation00050.png,none
1103,559,151,88,0,0,0,0,1085,750,50,208,simulation00107.png,none
403,551,143,136,1175,551,156,71,1165,657,95,148,simulation00087.png,none
896,705,128,98,1179,756,110,142,1048,681,183,127,simulation04104.png,none
759,457,139,114,1267,732,177,109,707,752,141,128,simulation00386.png,none
842,534,221,202,0,0,0,0,981,762,214,96,simulation08372.png,none
822,876,187,136,1301,782,117,175,1087,729,191,133,simulation08456.png,none
771,712,118,148,0,0,0,0,884,740,129,81,simulation05325.png,none
778,949,133,65,0,0,0,0,1425,876,93,66,simulation04830.png,none
878,781,164,116,0,0,0,0,1508,656,129,132,simulation03861.png,none
833,848,220,126,1175,606,132,81,788,721,129,129,simulation00367.png,none
520,569,176,133,0,0,0,0,749,731,121,122,simulation00712.png,none
815,601,119,142,0,0,0,0,864,603,163,51,simulation05085.png,none
896,878,157,86,0,0,0,0,1539,726,29,42,simulation03878.png,none
871,719,265,177,0,0,0,0,204,688,103,182,simulation08462.png,none
797,516,250,183,0,0,0,0,954,740,185,58,simulation08388.png,none
350,562,159,154,0,0,0,0,679,676,157,131,simulation00067.png,none
779,949,131,65,0,0,0,0,1429,876,94,66,simulation04828.png,none
959,784,209,128,1251,721,156,105,1301,942,143,129,simulation01010.png,none
827,724,181,119,987,528,139,99,1137,824,84,89,simulation00750.png,none
904,430,159,195,0,0,0,0,1053,536,86,76,simulation03842.png,none
257,580,190,178,0,0,0,0,621,696,167,136,simulation00051.png,none
